,TagName,DateTime,Value,vValue,MinRaw,MaxRaw,MinEU,MaxEU,Unit,Quality,QualityDetail,QualityString,wwResolution,StartDateTime
0,OD095_01_011A_L95_LC02_KFD001.plc_PID_SP,2023-06-01 00:10:00.0000000,18,18,0,30,0,30,C,0.0,192.0,Good,600000.0,01-06-2023 00:00:00
1,OD095_01_011A_L95_LC02_KFD001.plc_PID_SP,2023-06-01 00:20:00.0000000,18,18,0,30,0,30,C,0.0,192.0,Good,600000.0,01-06-2023 00:10:00
2,OD095_01_011A_L95_LC02_KFD001.plc_PID_SP,2023-06-01 00:30:00.0000000,18,18,0,30,0,30,C,0.0,192.0,Good,600000.0,01-06-2023 00:20:00
3,OD095_01_011A_L95_LC02_KFD001.plc_PID_SP,2023-06-01 00:40:00.0000000,18,18,0,30,0,30,C,0.0,192.0,Good,600000.0,01-06-2023 00:30:00
4,OD095_01_011A_L95_LC02_KFD001.plc_PID_SP,2023-06-01 00:50:00.0000000,18,18,0,30,0,30,C,0.0,192.0,Good,600000.0,01-06-2023 00:40:00
5,OD095_01_011A_L95_LC02_KFD001.plc_PID_SP,2023-06-01 01:00:00.0000000,18,18,0,30,0,30,C,0.0,192.0,Good,600000.0,01-06-2023 00:50:00
6,OD095_01_011A_L95_LC02_KFD001.plc_PID_SP,2023-06-01 01:10:00.0000000,18,18,0,30,0,30,C,0.0,192.0,Good,600000.0,01-06-2023 01:00:00
7,OD095_01_011A_L95_LC02_KFD001.plc_PID_SP,2023-06-01 01:20:00.0000000,18,18,0,30,0,30,C,0.0,192.0,Good,600000.0,01-06-2023 01:10:00
8,OD095_01_011A_L95_LC02_KFD001.plc_PID_SP,2023-06-01 01:30:00.0000000,18,18,0,30,0,30,C,0.0,192.0,Good,600000.0,01-06-2023 01:20:00
9,OD095_01_011A_L95_LC02_KFD001.plc_PID_SP,2023-06-01 01:40:00.0000000,18,18,0,30,0,30,C,0.0,192.0,Good,600000.0,01-06-2023 01:30:00
10,OD095_01_011A_L95_LC02_KFD001.plc_PID_SP,2023-06-01 01:50:00.0000000,18,18,0,30,0,30,C,0.0,192.0,Good,600000.0,01-06-2023 01:40:00
11,OD095_01_011A_L95_LC02_KFD001.plc_PID_SP,2023-06-01 02:00:00.0000000,18,18,0,30,0,30,C,0.0,192.0,Good,600000.0,01-06-2023 01:50:00
12,OD095_01_011A_L95_LC02_KFD001.plc_PID_SP,2023-06-01 02:10:00.0000000,18,18,0,30,0,30,C,0.0,192.0,Good,600000.0,01-06-2023 02:00:00
13,OD095_01_011A_L95_LC02_KFD001.plc_PID_SP,2023-06-01 02:20:00.0000000,18,18,0,30,0,30,C,0.0,192.0,Good,600000.0,01-06-2023 02:10:00
14,OD095_01_011A_L95_LC02_KFD001.plc_PID_SP,2023-06-01 02:30:00.0000000,18,18,0,30,0,30,C,0.0,192.0,Good,600000.0,01-06-2023 02:20:00
15,OD095_01_011A_L95_LC02_KFD001.plc_PID_SP,2023-06-01 02:40:00.0000000,18,18,0,30,0,30,C,0.0,192.0,Good,600000.0,01-06-2023 02:30:00
16,OD095_01_011A_L95_LC02_KFD001.plc_PID_SP,2023-06-01 02:50:00.0000000,18,18,0,30,0,30,C,0.0,192.0,Good,600000.0,01-06-2023 02:40:00
17,OD095_01_011A_L95_LC02_KFD001.plc_PID_SP,2023-06-01 03:00:00.0000000,18,18,0,30,0,30,C,0.0,192.0,Good,600000.0,01-06-2023 02:50:00
18,OD095_01_011A_L95_LC02_KFD001.plc_PID_SP,2023-06-01 03:10:00.0000000,18,18,0,30,0,30,C,0.0,192.0,Good,600000.0,01-06-2023 03:00:00
19,OD095_01_011A_L95_LC02_KFD001.plc_PID_SP,2023-06-01 03:20:00.0000000,18,18,0,30,0,30,C,0.0,192.0,Good,600000.0,01-06-2023 03:10:00
20,OD095_01_011A_L95_LC02_KFD001.plc_PID_SP,2023-06-01 03:30:00.0000000,18,18,0,30,0,30,C,0.0,192.0,Good,600000.0,01-06-2023 03:20:00
21,OD095_01_011A_L95_LC02_KFD001.plc_PID_SP,2023-06-01 03:40:00.0000000,18,18,0,30,0,30,C,0.0,192.0,Good,600000.0,01-06-2023 03:30:00
22,OD095_01_011A_L95_LC02_KFD001.plc_PID_SP,2023-06-01 03:50:00.0000000,18,18,0,30,0,30,C,0.0,192.0,Good,600000.0,01-06-2023 03:40:00
23,OD095_01_011A_L95_LC02_KFD001.plc_PID_SP,2023-06-01 04:00:00.0000000,18,18,0,30,0,30,C,0.0,192.0,Good,600000.0,01-06-2023 03:50:00
24,OD095_01_011A_L95_LC02_KFD001.plc_PID_SP,2023-06-01 04:10:00.0000000,18,18,0,30,0,30,C,0.0,192.0,Good,600000.0,01-06-2023 04:00:00
25,OD095_01_011A_L95_LC02_KFD001.plc_PID_SP,2023-06-01 04:20:00.0000000,18,18,0,30,0,30,C,0.0,192.0,Good,600000.0,01-06-2023 04:10:00
26,OD095_01_011A_L95_LC02_KFD001.plc_PID_SP,2023-06-01 04:30:00.0000000,18,18,0,30,0,30,C,0.0,192.0,Good,600000.0,01-06-2023 04:20:00
27,OD095_01_011A_L95_LC02_KFD001.plc_PID_SP,2023-06-01 04:40:00.0000000,18,18,0,30,0,30,C,0.0,192.0,Good,600000.0,01-06-2023 04:30:00
28,OD095_01_011A_L95_LC02_KFD001.plc_PID_SP,2023-06-01 04:50:00.0000000,18,18,0,30,0,30,C,0.0,192.0,Good,600000.0,01-06-2023 04:40:00
29,OD095_01_011A_L95_LC02_KFD001.plc_PID_SP,2023-06-01 05:00:00.0000000,18,18,0,30,0,30,C,0.0,192.0,Good,600000.0,01-06-2023 04:50:00
30,OD095_01_011A_L95_LC02_KFD001.plc_PID_SP,2023-06-01 05:10:00.0000000,18,18,0,30,0,30,C,0.0,192.0,Good,600000.0,01-06-2023 05:00:00
31,OD095_01_011A_L95_LC02_KFD001.plc_PID_SP,2023-06-01 05:20:00.0000000,18,18,0,30,0,30,C,0.0,192.0,Good,600000.0,01-06-2023 05:10:00
32,OD095_01_011A_L95_LC02_KFD001.plc_PID_SP,2023-06-01 05:30:00.0000000,18,18,0,30,0,30,C,0.0,192.0,Good,600000.0,01-06-2023 05:20:00
