time,OE20-601b-2 ||| supplyAirFlowRate,OE20-601b-2 ||| supplyDamperPosition,OE20-601b-2 ||| returnAirFlowRate,OE20-601b-2 ||| returnDamperPosition,OE20-601b-2 ||| valvePosition,OE20-601b-2 ||| shadePosition,OE20-601b-2 ||| supplyAirTemperature,OE20-601b-2 ||| supplyWaterTemperature,OE20-601b-2 ||| globalIrradiation,OE20-601b-2 ||| outdoorTemperature,OE20-601b-2 ||| numberOfPeople,OE20-601b-2 ||| adjacentIndoorTemperature_OE20-601b-1,OE20-601b-2 ||| adjacentIndoorTemperature_OE20-603-1,OE20-601b-2 ||| adjacentIndoorTemperature_OE20-603c-2,Supply damper ||| damperPosition,Exhaust damper ||| damperPosition,Space heater ||| supplyWaterTemperature,Space heater ||| waterFlowRate,Space heater ||| indoorTemperature,Valve ||| valvePosition,Temperature controller ||| actualValue,Temperature controller ||| setpointValue,CO2 controller ||| actualValue,OE20-601b-2| temperature sensor ||| indoorTemperature,OE20-601b-2| Valve position sensor ||| valvePosition,OE20-601b-2| Damper position sensor ||| damperPosition,OE20-601b-2| CO2 sensor ||| indoorCo2Concentration,OE20-601b-2| Heating meter ||| Energy,Heating system| Supply water temperature schedule ||| outdoorTemperature
2022-01-06 07:00:00,0.0,0.0,0.0,0.0,0.0,,21,66.19166666666666,0.0,-2.9,0,,,,0.0,0.0,"[66.19166666666666, 35.57231794971912, 25.535049145404912, 22.244751693901744, 21.166165722913803, 20.812596565729997, 20.696693751977318, 20.65869987733399, 20.646245179612045, 20.64216242951611]",0.0034006591819826983,20.615793334436603,0.16834946445458904,20.615793334436603,21,500.0200176759902,20.615793334436603,0.16834946445458904,0.0,500.0200176759902,7.257183324950833,-2.9
2022-01-06 07:10:00,0.0,0.0,0.0,0.0,0.16834946445458904,,21,59.96,0.0,-2.2,0,,,,0.0,0.0,"[59.96, 43.852086186477656, 32.76586835448795, 26.589269251291572, 23.451175913739107, 21.934938480023163, 21.22440442657663, 20.897992942388587, 20.75005156547906, 20.683626831484307]",0.005432624662676129,20.606109202024527,0.2689418149839668,20.606109202024527,21,500.0186472984315,20.606109202024527,0.2689418149839668,0.0,500.0186472984315,7.321960064204489,-2.2
2022-01-06 07:20:00,0.0,0.0,0.0,0.0,0.2689418149839668,,21,60.1,0.0,-2.0,0,,,,0.0,0.0,"[60.1, 49.08281777879792, 39.55508414989111, 32.48921710829231, 27.74552070169477, 24.7640442561676, 22.973578624466803, 21.932862070646625, 21.34232091318068, 21.01325610028991]",0.00750964789577124,20.596876821597107,0.37176474731540793,20.596876821597107,21,500.01737073469286,20.596876821597107,0.37176474731540793,0.0,500.01737073469286,7.426953544562534,-2.0
2022-01-06 07:30:00,0.0,0.0,0.0,0.0,0.37176474731540793,,21,60.24,0.0,-1.8,0,,,,0.0,0.0,"[60.24, 52.13910217999515, 44.580521339519095, 38.07556832093146, 32.878838889536404, 28.96987607383406, 26.16532545204086, 24.226373150749133, 22.924579546270635, 22.070808741840928]",0.00962786508785629,20.588274180074222,0.4766269845473411,20.588274180074222,21,500.0161815624326,20.588274180074222,0.4766269845473411,0.0,500.0161815624326,7.576164942769276,-1.8
2022-01-06 07:40:00,0.0,0.0,0.0,0.0,0.4766269845473411,,21,60.45,2.0,-1.5,0,,,,0.0,0.0,"[60.45, 54.01300578381029, 47.96066892642663, 42.429960640126964, 37.57458185668228, 33.485652672934066, 30.171692166607748, 27.574591371131643, 25.59714181507627, 24.128016692977095]",0.011782586716394686,20.580470690620132,0.5832963720987469,20.580470690620132,21,500.01507379897237,20.580470690620132,0.5832963720987469,0.0,500.01507379897237,7.770443515024696,-1.5
2022-01-06 07:50:00,0.0,0.0,0.0,0.0,0.5832963720987469,,21,60.66,4.0,-1.2,0,,,,0.0,0.0,"[60.66, 55.27016672343719, 50.234641247973485, 45.55959024401164, 41.28570805441007, 37.4618248612814, 34.12253830136426, 31.277095194218912, 28.90852742332129, 26.979021131319627]",0.013967939234799274,20.573672579717822,0.6914821403365977,20.573672579717822,21,500.01404187119783,20.573672579717822,0.6914821403365977,0.0,500.01404187119783,8.007142653894203,-1.2
2022-01-06 08:00:00,0.0,0.0,0.0,0.0,0.6914821403365977,,21,60.73,8.0,-1.1,0,,,,0.0,0.0,"[60.73, 56.10348187025853, 51.786455148544704, 47.763302187749815, 44.0318710568421, 40.60117095623229, 37.48494601628596, 34.694791106786006, 32.2351552875493, 30.101006302250653]",0.016176539596141383,20.568138590664603,0.8008187918881874,20.568138590664603,21,500.01308058752124,20.568138590664603,0.8008187918881874,0.0,500.01308058752124,8.280702889804108,-1.1
2022-01-06 08:10:00,0.0,0.0,0.0,0.0,0.8008187918881874,,21,60.8,13.0,-1.0,11,,,,0.0,0.0,"[60.8, 56.72277706636168, 52.91811576892941, 49.36883287806032, 46.06204517618948, 42.99018013555091, 40.15044643696437, 37.54309766781077, 35.16919170178675, 33.0285071119027]",0.018398294662582578,20.564285570173524,0.910806666464484,20.564285570173524,21,536.4392578509204,20.564285570173524,0.910806666464484,0.0,536.4392578509204,8.58479249623571,-1.0
2022-01-06 08:20:00,0.0,0.0,0.0,0.0,0.910806666464484,,21,61.01,35.0,-0.7,11,,,,0.0,0.0,"[61.01, 57.2627157295374, 53.77922810572782, 50.53868179803284, 47.523210418074484, 44.718143562483895, 42.112063607827146, 39.696529462699445, 37.465460242562145, 35.41429494144358]",0.0202,20.562952777254395,1.0,20.562952777254395,21,570.3717582312249,20.562952777254395,1.0,0.0,570.3717582312249,8.912429391702817,-0.7
2022-01-06 08:30:00,0.0,0.0,0.0,0.0,1.0,,21,61.15,52.0,-0.5,11,,,,0.45,0.45,"[61.15, 57.46602097873824, 54.08850188388765, 50.98335784648571, 48.121973937532644, 45.480387657228384, 43.03869163308673, 40.780538930517636, 38.692662267123616, 36.7643624766346]",0.0202,20.565661200205795,1.0,20.565661200205795,21,601.9812947942696,20.565661200205795,1.0,0.45,601.9812947942696,9.251606002801513,-0.5
