,time,reference_T_a,reference_T_b
2024-01-02 22:20:00+01:00,2024-01-02 22:20:00+01:00,10.387590058417599,8.42814187068626
2024-01-02 22:30:00+01:00,2024-01-02 22:30:00+01:00,10.178737117056857,8.255199866340318
2024-01-02 22:40:00+01:00,2024-01-02 22:40:00+01:00,9.978228009028273,8.08063267957337
2024-01-02 22:50:00+01:00,2024-01-02 22:50:00+01:00,9.783184130794785,7.904524701089831
2024-01-02 23:00:00+01:00,2024-01-02 23:00:00+01:00,9.59144496511569,7.726756065724329
2024-01-02 23:10:00+01:00,2024-01-02 23:10:00+01:00,9.40257688203028,7.548306863901404
2024-01-02 23:20:00+01:00,2024-01-02 23:20:00+01:00,9.216251926954328,7.369835148202937
2024-01-02 23:30:00+01:00,2024-01-02 23:30:00+01:00,9.033258537549985,7.192822290227172
2024-01-02 23:40:00+01:00,2024-01-02 23:40:00+01:00,8.856406813073303,7.020569482238069
2024-01-02 23:50:00+01:00,2024-01-02 23:50:00+01:00,8.684654274773813,6.852385509267117
2024-01-03 00:00:00+01:00,2024-01-03 00:00:00+01:00,8.515443864445231,6.685967053705233
2024-01-03 00:10:00+01:00,2024-01-03 00:10:00+01:00,8.34762410394454,6.520347843038864
2024-01-03 00:20:00+01:00,2024-01-03 00:20:00+01:00,8.182490196229677,6.356959714977537
2024-01-03 00:30:00+01:00,2024-01-03 00:30:00+01:00,8.018210048803486,6.194072471223255
2024-01-03 00:40:00+01:00,2024-01-03 00:40:00+01:00,7.852873403298157,6.029852652798122
2024-01-03 00:50:00+01:00,2024-01-03 00:50:00+01:00,7.688529113682894,5.866407596736552
2024-01-03 01:00:00+01:00,2024-01-03 01:00:00+01:00,7.525673874598786,5.704278968256161
2024-01-03 01:10:00+01:00,2024-01-03 01:10:00+01:00,7.3656796312134825,5.544873606509043
2024-01-03 01:20:00+01:00,2024-01-03 01:20:00+01:00,7.209059174171054,5.388731601394962
2024-01-03 01:30:00+01:00,2024-01-03 01:30:00+01:00,7.054854125879515,5.234916091282829
2024-01-03 01:40:00+01:00,2024-01-03 01:40:00+01:00,6.901095997746061,5.081475656563066
2024-01-03 01:50:00+01:00,2024-01-03 01:50:00+01:00,6.748918807985917,4.929557933957875
2024-01-03 02:00:00+01:00,2024-01-03 02:00:00+01:00,6.5984950844280075,4.779346370373323
2024-01-03 02:10:00+01:00,2024-01-03 02:10:00+01:00,6.4472812733916065,4.6283062036766065
2024-01-03 02:20:00+01:00,2024-01-03 02:20:00+01:00,6.297849939575813,4.479017102331075
2024-01-03 02:30:00+01:00,2024-01-03 02:30:00+01:00,6.150947754885054,4.332231495420571
2024-01-03 02:40:00+01:00,2024-01-03 02:40:00+01:00,6.006489515594157,4.187868856741983
2024-01-03 02:50:00+01:00,2024-01-03 02:50:00+01:00,5.86594439109063,4.0474021639206965
2024-01-03 03:00:00+01:00,2024-01-03 03:00:00+01:00,5.729858626859909,3.911380768284147
2024-01-03 03:10:00+01:00,2024-01-03 03:10:00+01:00,5.600012366718461,3.781587350243936
2024-01-03 03:20:00+01:00,2024-01-03 03:20:00+01:00,5.479356357528207,3.6609747307647
2024-01-03 03:30:00+01:00,2024-01-03 03:30:00+01:00,5.3692143611239285,3.5508683692439575
2024-01-03 03:40:00+01:00,2024-01-03 03:40:00+01:00,5.265419037123646,3.4471023157729896
2024-01-03 03:50:00+01:00,2024-01-03 03:50:00+01:00,5.163030622397347,3.3447379468904206
2024-01-03 04:00:00+01:00,2024-01-03 04:00:00+01:00,5.060355125822599,3.2420822060670034
2024-01-03 04:10:00+01:00,2024-01-03 04:10:00+01:00,4.958409366755642,3.1401526794071564
2024-01-03 04:20:00+01:00,2024-01-03 04:20:00+01:00,4.858647191182945,3.040403842163922
2024-01-03 04:30:00+01:00,2024-01-03 04:30:00+01:00,4.761521424035614,2.943289035851563
2024-01-03 04:40:00+01:00,2024-01-03 04:40:00+01:00,4.6671573989068875,2.8489340182397505
2024-01-03 04:50:00+01:00,2024-01-03 04:50:00+01:00,4.574610954162427,2.7563949760593776
2024-01-03 05:00:00+01:00,2024-01-03 05:00:00+01:00,4.483607313356973,2.6653974190125735
2024-01-03 05:10:00+01:00,2024-01-03 05:10:00+01:00,4.393595551159288,2.5753906568390788
2024-01-03 05:20:00+01:00,2024-01-03 05:20:00+01:00,4.302927279302225,2.4847264944029184
2024-01-03 05:30:00+01:00,2024-01-03 05:30:00+01:00,4.208499790864436,2.3903023834698436
2024-01-03 05:40:00+01:00,2024-01-03 05:40:00+01:00,4.109268543028997,2.291073911617655
2024-01-03 05:50:00+01:00,2024-01-03 05:50:00+01:00,4.010316463012138,2.192124113215038
2024-01-03 06:00:00+01:00,2024-01-03 06:00:00+01:00,4.8322836442175365,2.1061000842707296
2024-01-03 06:10:00+01:00,2024-01-03 06:10:00+01:00,5.43608504518208,2.085225581522622
2024-01-03 06:20:00+01:00,2024-01-03 06:20:00+01:00,5.917067567015024,2.1355687995423773
2024-01-03 06:30:00+01:00,2024-01-03 06:30:00+01:00,6.3224296857364815,2.247439956663657
2024-01-03 06:40:00+01:00,2024-01-03 06:40:00+01:00,6.678122607214036,2.405876528495816
2024-01-03 06:50:00+01:00,2024-01-03 06:50:00+01:00,7.0010190435788076,2.5996102300726553
2024-01-03 07:00:00+01:00,2024-01-03 07:00:00+01:00,7.302051899189433,2.8204331246405636
2024-01-03 07:10:00+01:00,2024-01-03 07:10:00+01:00,7.589133542066629,3.0605009850521774
2024-01-03 07:20:00+01:00,2024-01-03 07:20:00+01:00,7.8703696638747305,3.31478658372131
2024-01-03 07:30:00+01:00,2024-01-03 07:30:00+01:00,8.150908221213648,3.586814944738862
2024-01-03 07:40:00+01:00,2024-01-03 07:40:00+01:00,8.433290415574575,3.8701248313927534
2024-01-03 07:50:00+01:00,2024-01-03 07:50:00+01:00,8.717497653909486,4.171315700426793
2024-01-03 08:00:00+01:00,2024-01-03 08:00:00+01:00,9.002635604575207,4.478781643610831
2024-01-03 08:10:00+01:00,2024-01-03 08:10:00+01:00,9.292067596031533,4.78966801920345
2024-01-03 08:20:00+01:00,2024-01-03 08:20:00+01:00,9.585474327499742,5.106927242779296
2024-01-03 08:30:00+01:00,2024-01-03 08:30:00+01:00,9.882686514081424,5.435119569383887
2024-01-03 08:40:00+01:00,2024-01-03 08:40:00+01:00,10.186074564875847,5.766691205456035
2024-01-03 08:50:00+01:00,2024-01-03 08:50:00+01:00,10.493995792707903,6.097941811574862
2024-01-03 09:00:00+01:00,2024-01-03 09:00:00+01:00,10.089527200336795,6.428456715497124
2024-01-03 09:10:00+01:00,2024-01-03 09:10:00+01:00,9.862348785081199,6.73020720930548
2024-01-03 09:20:00+01:00,2024-01-03 09:20:00+01:00,9.742696322770593,6.990015975664457
2024-01-03 09:30:00+01:00,2024-01-03 09:30:00+01:00,9.689490475937918,7.212321112818066
2024-01-03 09:40:00+01:00,2024-01-03 09:40:00+01:00,9.677418393099028,7.410023063622506
2024-01-03 09:50:00+01:00,2024-01-03 09:50:00+01:00,9.694581897453872,7.571973527495625
2024-01-03 10:00:00+01:00,2024-01-03 10:00:00+01:00,9.731490057811168,7.706809392924337
2024-01-03 10:10:00+01:00,2024-01-03 10:10:00+01:00,9.781767961563459,7.828332624859867
2024-01-03 10:20:00+01:00,2024-01-03 10:20:00+01:00,9.84276799341784,7.946434179868726
2024-01-03 10:30:00+01:00,2024-01-03 10:30:00+01:00,9.910735821075884,8.06683602019078
2024-01-03 10:40:00+01:00,2024-01-03 10:40:00+01:00,9.983570475512245,8.202458970222047
2024-01-03 10:50:00+01:00,2024-01-03 10:50:00+01:00,10.06321432530319,8.344124257816654
2024-01-03 11:00:00+01:00,2024-01-03 11:00:00+01:00,10.150077061853846,8.478984845592699
2024-01-03 11:10:00+01:00,2024-01-03 11:10:00+01:00,10.24449360847025,8.612554516502268
2024-01-03 11:20:00+01:00,2024-01-03 11:20:00+01:00,10.346560120318962,8.733902604098393
2024-01-03 11:30:00+01:00,2024-01-03 11:30:00+01:00,10.45627865092289,8.86092707776434
2024-01-03 11:40:00+01:00,2024-01-03 11:40:00+01:00,10.57062636749108,8.986809425701887
2024-01-03 11:50:00+01:00,2024-01-03 11:50:00+01:00,10.684528438995857,9.115567664519931
2024-01-03 12:00:00+01:00,2024-01-03 12:00:00+01:00,10.797710568764396,9.229844577573834
2024-01-03 12:10:00+01:00,2024-01-03 12:10:00+01:00,10.910813945673048,9.351712682581372
2024-01-03 12:20:00+01:00,2024-01-03 12:20:00+01:00,11.023988366552175,9.491902474291582
2024-01-03 12:30:00+01:00,2024-01-03 12:30:00+01:00,11.1358026153079,9.620891734229687
2024-01-03 12:40:00+01:00,2024-01-03 12:40:00+01:00,11.243698786411827,9.745258404248235
2024-01-03 12:50:00+01:00,2024-01-03 12:50:00+01:00,11.34924164814372,9.86988879076052
2024-01-03 13:00:00+01:00,2024-01-03 13:00:00+01:00,11.45475678583872,9.981279325828776
2024-01-03 13:10:00+01:00,2024-01-03 13:10:00+01:00,11.56158050426622,10.092274193912184
2024-01-03 13:20:00+01:00,2024-01-03 13:20:00+01:00,11.66803715297044,10.198273784657527
2024-01-03 13:30:00+01:00,2024-01-03 13:30:00+01:00,11.771446519047343,10.298389587039468
2024-01-03 13:40:00+01:00,2024-01-03 13:40:00+01:00,11.873536720585673,10.383742988132795
2024-01-03 13:50:00+01:00,2024-01-03 13:50:00+01:00,11.975649670437456,10.46906442717879
2024-01-03 14:00:00+01:00,2024-01-03 14:00:00+01:00,12.074929375993234,10.55645629809228
2024-01-03 14:10:00+01:00,2024-01-03 14:10:00+01:00,12.170576495115291,10.653769935947338
2024-01-03 14:20:00+01:00,2024-01-03 14:20:00+01:00,12.263364449413599,10.750726870223868
2024-01-03 14:30:00+01:00,2024-01-03 14:30:00+01:00,12.35157525600461,10.85671352245974
2024-01-03 14:40:00+01:00,2024-01-03 14:40:00+01:00,12.436052701478554,10.935620457165715
2024-01-03 14:50:00+01:00,2024-01-03 14:50:00+01:00,12.517519543191959,11.011856426772782
2024-01-03 15:00:00+01:00,2024-01-03 15:00:00+01:00,12.596125806137145,11.077435120535338
2024-01-03 15:10:00+01:00,2024-01-03 15:10:00+01:00,12.670669156143303,11.151507468215753
2024-01-03 15:20:00+01:00,2024-01-03 15:20:00+01:00,12.73983997851124,11.1997633420689
2024-01-03 15:30:00+01:00,2024-01-03 15:30:00+01:00,12.802137101076319,11.226693342924642
2024-01-03 15:40:00+01:00,2024-01-03 15:40:00+01:00,12.858995487893983,11.240139990977346
2024-01-03 15:50:00+01:00,2024-01-03 15:50:00+01:00,12.91117420779917,11.231804022864333
2024-01-03 16:00:00+01:00,2024-01-03 16:00:00+01:00,12.959113504343602,11.219953445994935
2024-01-03 16:10:00+01:00,2024-01-03 16:10:00+01:00,13.000271157928996,11.200304514573208
2024-01-03 16:20:00+01:00,2024-01-03 16:20:00+01:00,13.032985264721281,11.177210040023947
2024-01-03 16:30:00+01:00,2024-01-03 16:30:00+01:00,13.058854932289906,11.151211576816442
2024-01-03 16:40:00+01:00,2024-01-03 16:40:00+01:00,13.079478360405068,11.129370464742149
2024-01-03 16:50:00+01:00,2024-01-03 16:50:00+01:00,13.097621790247565,11.105263048450235
2024-01-03 17:00:00+01:00,2024-01-03 17:00:00+01:00,13.111037372122064,11.069621846816267
2024-01-03 17:10:00+01:00,2024-01-03 17:10:00+01:00,13.120513393460781,11.024714498322695
2024-01-03 17:20:00+01:00,2024-01-03 17:20:00+01:00,13.131690102357132,10.982028524412385
2024-01-03 17:30:00+01:00,2024-01-03 17:30:00+01:00,13.14240752062429,10.935073744365608
2024-01-03 17:40:00+01:00,2024-01-03 17:40:00+01:00,13.149666847061066,10.887329881688421
2024-01-03 17:50:00+01:00,2024-01-03 17:50:00+01:00,13.154702015595431,10.836414774660868
2024-01-03 18:00:00+01:00,2024-01-03 18:00:00+01:00,13.15873464511133,10.782255089037534
2024-01-03 18:10:00+01:00,2024-01-03 18:10:00+01:00,13.160783870938419,10.742369925864507
2024-01-03 18:20:00+01:00,2024-01-03 18:20:00+01:00,13.15945584820835,10.710511191655309
2024-01-03 18:30:00+01:00,2024-01-03 18:30:00+01:00,13.154032861668368,10.68262237988016
2024-01-03 18:40:00+01:00,2024-01-03 18:40:00+01:00,13.142860247641961,10.654739282987977
2024-01-03 18:50:00+01:00,2024-01-03 18:50:00+01:00,13.123638406685915,10.622954269751364
2024-01-03 19:00:00+01:00,2024-01-03 19:00:00+01:00,13.09593736465977,10.585709474908922
2024-01-03 19:10:00+01:00,2024-01-03 19:10:00+01:00,13.059331856186304,10.54178198285376
2024-01-03 19:20:00+01:00,2024-01-03 19:20:00+01:00,13.01533758699146,10.492118283820446
2024-01-03 19:30:00+01:00,2024-01-03 19:30:00+01:00,12.966333565044543,10.438687216790369
2024-01-03 19:40:00+01:00,2024-01-03 19:40:00+01:00,12.915668138000045,10.384538515533793
2024-01-03 19:50:00+01:00,2024-01-03 19:50:00+01:00,12.86484176207835,10.330952913259702
2024-01-03 20:00:00+01:00,2024-01-03 20:00:00+01:00,12.814394186173521,10.278306732465133
2024-01-03 20:10:00+01:00,2024-01-03 20:10:00+01:00,12.764206369990552,10.226358072169987
2024-01-03 20:20:00+01:00,2024-01-03 20:20:00+01:00,12.71219199272229,10.172927283133921
2024-01-03 20:30:00+01:00,2024-01-03 20:30:00+01:00,12.659334115084134,10.11892582726044
2024-01-03 20:40:00+01:00,2024-01-03 20:40:00+01:00,12.60608742077212,10.064752951200692
2024-01-03 20:50:00+01:00,2024-01-03 20:50:00+01:00,12.551621278982037,10.00953473692357
2024-01-03 21:00:00+01:00,2024-01-03 21:00:00+01:00,12.49768135675761,9.954982793389433
2024-01-03 21:10:00+01:00,2024-01-03 21:10:00+01:00,12.444703235791678,9.901505724389013
2024-01-03 21:20:00+01:00,2024-01-03 21:20:00+01:00,12.392136135233102,9.848531253060612
2024-01-03 21:30:00+01:00,2024-01-03 21:30:00+01:00,12.343381454805442,9.7994435635009
2024-01-03 21:40:00+01:00,2024-01-03 21:40:00+01:00,12.298975426016826,9.754765039315116
2024-01-03 21:50:00+01:00,2024-01-03 21:50:00+01:00,12.255749371101876,9.711315822422142
2024-01-03 22:00:00+01:00,2024-01-03 22:00:00+01:00,12.007805464582784,9.664965273750273
2024-01-03 22:10:00+01:00,2024-01-03 22:10:00+01:00,11.808282352987813,9.607121485748644
2024-01-03 22:20:00+01:00,2024-01-03 22:20:00+01:00,11.635129522724675,9.53438369747212
2024-01-03 22:30:00+01:00,2024-01-03 22:30:00+01:00,11.478800634077468,9.449882260597168
2024-01-03 22:40:00+01:00,2024-01-03 22:40:00+01:00,11.337018896951554,9.359988947142348
2024-01-03 22:50:00+01:00,2024-01-03 22:50:00+01:00,11.207425077124276,9.268270689966476
2024-01-03 23:00:00+01:00,2024-01-03 23:00:00+01:00,11.08478584399668,9.173575609036705
2024-01-03 23:10:00+01:00,2024-01-03 23:10:00+01:00,10.965946425245606,9.07557649289041
2024-01-03 23:20:00+01:00,2024-01-03 23:20:00+01:00,10.851379328065805,8.976717961591508
2024-01-03 23:30:00+01:00,2024-01-03 23:30:00+01:00,10.743264234667478,8.880565646100603
2024-01-03 23:40:00+01:00,2024-01-03 23:40:00+01:00,10.64072412093606,8.787224774720514
2024-01-03 23:50:00+01:00,2024-01-03 23:50:00+01:00,10.53992360586348,8.6935625485349
