Time stamp,outdoorTemperature,globalIrradiation,co2Concentration
2023-03-29 15:00:00+00:00,5.8,216,400
2023-03-29 16:00:00+00:00,5.9,125,400
2023-03-29 17:00:00+00:00,5.8,118,400
2023-03-29 18:00:00+00:00,5.8,83,400
2023-03-29 19:00:00+00:00,6,28,400
2023-03-29 20:00:00+00:00,6.2,6,400
2023-03-29 21:00:00+00:00,6.4,0,400
2023-03-29 22:00:00+00:00,6.5,0,400
2023-03-29 23:00:00+00:00,6.8,0,400
2023-03-30 00:00:00+00:00,7,0,400
2023-03-30 01:00:00+00:00,7.1,0,400
2023-03-30 02:00:00+00:00,7.2,0,400
2023-03-30 03:00:00+00:00,7.2,0,400
2023-03-30 04:00:00+00:00,7,0,400
2023-03-30 05:00:00+00:00,7,0,400
2023-03-30 06:00:00+00:00,7.5,0,400
2023-03-30 07:00:00+00:00,7.7,0,400
2023-03-30 08:00:00+00:00,7.9,3,400
2023-03-30 09:00:00+00:00,8.2,20,400
2023-03-30 10:00:00+00:00,8.8,25,400
2023-03-30 11:00:00+00:00,9.5,39,400
2023-03-30 12:00:00+00:00,10.5,61,400
2023-03-30 13:00:00+00:00,10.4,55,400
2023-03-30 14:00:00+00:00,10.1,120,400
2023-03-30 15:00:00+00:00,10,99,400
2023-03-30 16:00:00+00:00,9.7,95,400
2023-03-30 17:00:00+00:00,8.9,114,400
2023-03-30 18:00:00+00:00,8.3,93,400
2023-03-30 19:00:00+00:00,8,32,400
2023-03-30 20:00:00+00:00,7.8,5,400
2023-03-30 21:00:00+00:00,7.6,0,400
2023-03-30 22:00:00+00:00,7.5,0,400
2023-03-30 23:00:00+00:00,7.5,0,400
2023-03-31 00:00:00+00:00,7.6,0,400
2023-03-31 01:00:00+00:00,7.6,0,400
2023-03-31 02:00:00+00:00,7.7,0,400
2023-03-31 03:00:00+00:00,7.7,0,400
2023-03-31 04:00:00+00:00,7.4,0,400
2023-03-31 05:00:00+00:00,7.3,0,400
2023-03-31 06:00:00+00:00,7.6,0,400
2023-03-31 07:00:00+00:00,7.9,0,400
2023-03-31 08:00:00+00:00,8.1,17,400
2023-03-31 09:00:00+00:00,8.3,70,400
2023-03-31 10:00:00+00:00,8.8,62,400
2023-03-31 11:00:00+00:00,9.2,114,400
2023-03-31 12:00:00+00:00,9.5,192,400
2023-03-31 13:00:00+00:00,10.1,126,400
2023-03-31 14:00:00+00:00,10.8,124,400
2023-03-31 15:00:00+00:00,11,154,400
2023-03-31 16:00:00+00:00,9.9,225,400
2023-03-31 17:00:00+00:00,9.5,194,400
2023-03-31 18:00:00+00:00,9.2,88,400
2023-03-31 19:00:00+00:00,8.4,39,400
2023-03-31 20:00:00+00:00,8.7,5,400
2023-03-31 21:00:00+00:00,6.8,0,400
2023-03-31 22:00:00+00:00,5.3,0,400
2023-03-31 23:00:00+00:00,4.7,0,400
2023-04-01 00:00:00+00:00,4.3,0,400
2023-04-01 01:00:00+00:00,3.9,0,400
2023-04-01 02:00:00+00:00,3.6,0,400
2023-04-01 03:00:00+00:00,3.3,0,400
2023-04-01 04:00:00+00:00,3,0,400
2023-04-01 05:00:00+00:00,2.9,0,400
2023-04-01 06:00:00+00:00,2.8,0,400
2023-04-01 07:00:00+00:00,2.6,0,400
2023-04-01 08:00:00+00:00,2.5,4,400
2023-04-01 09:00:00+00:00,2.5,15,400
2023-04-01 10:00:00+00:00,3,39,400
2023-04-01 11:00:00+00:00,3.3,68,400
2023-04-01 12:00:00+00:00,3.6,156,400
2023-04-01 13:00:00+00:00,5.1,163,400
2023-04-01 14:00:00+00:00,5.9,265,400
2023-04-01 15:00:00+00:00,6.2,552,400
2023-04-01 16:00:00+00:00,6.4,568,400
2023-04-01 17:00:00+00:00,5.6,508,400
2023-04-01 18:00:00+00:00,4.7,345,400
2023-04-01 19:00:00+00:00,3.7,195,400
2023-04-01 20:00:00+00:00,2.9,46,400
2023-04-01 21:00:00+00:00,2,0,400
2023-04-01 22:00:00+00:00,1.3,0,400
2023-04-01 23:00:00+00:00,0.8,0,400
2023-04-02 00:00:00+00:00,1.1,0,400
2023-04-02 01:00:00+00:00,1.7,0,400
2023-04-02 02:00:00+00:00,1.6,0,400
2023-04-02 03:00:00+00:00,1.5,0,400
2023-04-02 04:00:00+00:00,1.5,0,400
2023-04-02 05:00:00+00:00,1.2,0,400
2023-04-02 06:00:00+00:00,1.3,0,400
2023-04-02 07:00:00+00:00,2.7,2,400
2023-04-02 08:00:00+00:00,3.9,79,400
2023-04-02 09:00:00+00:00,4.5,239,400
2023-04-02 10:00:00+00:00,4.9,385,400
2023-04-02 11:00:00+00:00,5.2,524,400
2023-04-02 12:00:00+00:00,5.5,623,400
2023-04-02 13:00:00+00:00,5.7,677,400
2023-04-02 14:00:00+00:00,6,699,400
2023-04-02 15:00:00+00:00,6,666,400
2023-04-02 16:00:00+00:00,5.7,607,400
2023-04-02 17:00:00+00:00,5.3,502,400
2023-04-02 18:00:00+00:00,4.5,357,400
2023-04-02 19:00:00+00:00,3.5,197,400
2023-04-02 20:00:00+00:00,2.3,48,400
2023-04-02 21:00:00+00:00,0.7,0,400
2023-04-02 22:00:00+00:00,-0.2,0,400
2023-04-02 23:00:00+00:00,-0.8,0,400
2023-04-03 00:00:00+00:00,-0.9,0,400
2023-04-03 01:00:00+00:00,-1.1,0,400
2023-04-03 02:00:00+00:00,-1.5,0,400
2023-04-03 03:00:00+00:00,-1.8,0,400
2023-04-03 04:00:00+00:00,-2.3,0,400
2023-04-03 05:00:00+00:00,-2.5,0,400
2023-04-03 06:00:00+00:00,-1.3,0,400
2023-04-03 07:00:00+00:00,1.4,2,400
2023-04-03 08:00:00+00:00,3.6,71,400
2023-04-03 09:00:00+00:00,4.7,242,400
2023-04-03 10:00:00+00:00,5.1,385,400
2023-04-03 11:00:00+00:00,5.5,517,400
2023-04-03 12:00:00+00:00,5.7,512,400
2023-04-03 13:00:00+00:00,5.7,639,400
2023-04-03 14:00:00+00:00,5.7,705,400
2023-04-03 15:00:00+00:00,5.5,669,400
2023-04-03 16:00:00+00:00,5,617,400
2023-04-03 17:00:00+00:00,4.3,514,400
2023-04-03 18:00:00+00:00,3.3,369,400
2023-04-03 19:00:00+00:00,2,205,400
2023-04-03 20:00:00+00:00,1.1,40,400
2023-04-03 21:00:00+00:00,0.3,0,400
2023-04-03 22:00:00+00:00,-0.2,0,400
2023-04-03 23:00:00+00:00,-1.3,0,400
2023-04-04 00:00:00+00:00,-1.3,0,400
2023-04-04 01:00:00+00:00,-1.1,0,400
2023-04-04 02:00:00+00:00,-0.7,0,400
2023-04-04 03:00:00+00:00,-0.7,0,400
2023-04-04 04:00:00+00:00,-1.1,0,400
2023-04-04 05:00:00+00:00,-1.3,0,400
2023-04-04 06:00:00+00:00,-1,0,400
2023-04-04 07:00:00+00:00,0.7,2,400
2023-04-04 08:00:00+00:00,2.4,75,400
2023-04-04 09:00:00+00:00,4.3,228,400
2023-04-04 10:00:00+00:00,5.7,317,400
2023-04-04 11:00:00+00:00,6.8,415,400
2023-04-04 12:00:00+00:00,7.2,509,400
2023-04-04 13:00:00+00:00,7.1,657,400
2023-04-04 14:00:00+00:00,7.1,551,400
2023-04-04 15:00:00+00:00,7.2,343,400
2023-04-04 16:00:00+00:00,6.7,216,400
2023-04-04 17:00:00+00:00,6.7,149,400
2023-04-04 18:00:00+00:00,5.9,111,400
2023-04-04 19:00:00+00:00,4.4,134,400
2023-04-04 20:00:00+00:00,2.9,25,400
2023-04-04 21:00:00+00:00,2.7,0,400
2023-04-04 22:00:00+00:00,1.5,0,400
2023-04-04 23:00:00+00:00,0.1,0,400
2023-04-05 00:00:00+00:00,-0.5,0,400
2023-04-05 01:00:00+00:00,-0.8,0,400
2023-04-05 02:00:00+00:00,-1.2,0,400
2023-04-05 03:00:00+00:00,-0.7,0,400
2023-04-05 04:00:00+00:00,0.8,0,400
2023-04-05 05:00:00+00:00,1,0,400
2023-04-05 06:00:00+00:00,2.6,0,400
2023-04-05 07:00:00+00:00,4.4,3,400
2023-04-05 08:00:00+00:00,5.7,95,400
2023-04-05 09:00:00+00:00,6.4,250,400
2023-04-05 10:00:00+00:00,6.9,400,400
2023-04-05 11:00:00+00:00,7,539,400
2023-04-05 12:00:00+00:00,7.2,677,400
2023-04-05 13:00:00+00:00,7.5,714,400
2023-04-05 14:00:00+00:00,7.7,706,400
2023-04-05 15:00:00+00:00,7.7,677,400
2023-04-05 16:00:00+00:00,7.9,614,400
2023-04-05 17:00:00+00:00,7.9,513,400
2023-04-05 18:00:00+00:00,7.5,373,400
2023-04-05 19:00:00+00:00,6,211,400
2023-04-05 20:00:00+00:00,5.2,60,400
2023-04-05 21:00:00+00:00,4.9,0,400
2023-04-05 22:00:00+00:00,4.6,0,400
2023-04-05 23:00:00+00:00,4.4,0,400
2023-04-06 00:00:00+00:00,4.3,0,400
2023-04-06 01:00:00+00:00,4.1,0,400
2023-04-06 02:00:00+00:00,4.2,0,400
2023-04-06 03:00:00+00:00,4.1,0,400
2023-04-06 04:00:00+00:00,3.9,0,400
2023-04-06 05:00:00+00:00,3.8,0,400
2023-04-06 06:00:00+00:00,4.1,0,400
2023-04-06 07:00:00+00:00,4.6,0,400
2023-04-06 08:00:00+00:00,5.4,22,400
2023-04-06 09:00:00+00:00,5.7,154,400
2023-04-06 10:00:00+00:00,7.3,272,400
2023-04-06 11:00:00+00:00,7.6,248,400
2023-04-06 12:00:00+00:00,8,535,400
2023-04-06 13:00:00+00:00,8,485,400
2023-04-06 14:00:00+00:00,8.5,550,400
2023-04-06 15:00:00+00:00,8.2,531,400
2023-04-06 16:00:00+00:00,8.2,619,400
2023-04-06 17:00:00+00:00,7.5,475,400
2023-04-06 18:00:00+00:00,6.6,363,400
2023-04-06 19:00:00+00:00,5.5,205,400
2023-04-06 20:00:00+00:00,5.1,51,400
2023-04-06 21:00:00+00:00,4.6,1,400
2023-04-06 22:00:00+00:00,4.2,0,400
2023-04-06 23:00:00+00:00,4,0,400
2023-04-07 00:00:00+00:00,3.7,0,400
2023-04-07 01:00:00+00:00,3.5,0,400
2023-04-07 02:00:00+00:00,3.3,0,400
2023-04-07 03:00:00+00:00,3,0,400
2023-04-07 04:00:00+00:00,2.6,0,400
2023-04-07 05:00:00+00:00,2.4,0,400
2023-04-07 06:00:00+00:00,2.7,0,400
2023-04-07 07:00:00+00:00,3.9,5,400
2023-04-07 08:00:00+00:00,4.6,100,400
2023-04-07 09:00:00+00:00,5.6,254,400
2023-04-07 10:00:00+00:00,6,398,400
2023-04-07 11:00:00+00:00,6.8,512,400
2023-04-07 12:00:00+00:00,6.9,563,400
2023-04-07 13:00:00+00:00,7.5,688,400
2023-04-07 14:00:00+00:00,7.2,690,400
2023-04-07 15:00:00+00:00,6.2,549,400
2023-04-07 16:00:00+00:00,5.4,356,400
2023-04-07 17:00:00+00:00,5,172,400
2023-04-07 18:00:00+00:00,5,107,400
2023-04-07 19:00:00+00:00,5.1,53,400
2023-04-07 20:00:00+00:00,5.2,14,400
2023-04-07 21:00:00+00:00,5.4,0,400
2023-04-07 22:00:00+00:00,5.5,0,400
2023-04-07 23:00:00+00:00,5.4,0,400
2023-04-08 00:00:00+00:00,5.3,0,400
2023-04-08 01:00:00+00:00,5.3,0,400
2023-04-08 02:00:00+00:00,5.4,0,400
2023-04-08 03:00:00+00:00,5.4,0,400
2023-04-08 04:00:00+00:00,5.4,0,400
2023-04-08 05:00:00+00:00,5.3,0,400
2023-04-08 06:00:00+00:00,5.1,0,400
2023-04-08 07:00:00+00:00,5.6,2,400
2023-04-08 08:00:00+00:00,6.7,26,400
2023-04-08 09:00:00+00:00,8.4,128,400
2023-04-08 10:00:00+00:00,9.3,297,400
2023-04-08 11:00:00+00:00,10.2,555,400
2023-04-08 12:00:00+00:00,10.9,593,400
2023-04-08 13:00:00+00:00,12.1,671,400
2023-04-08 14:00:00+00:00,13,681,400
2023-04-08 15:00:00+00:00,13,659,400
2023-04-08 16:00:00+00:00,12.2,590,400
2023-04-08 17:00:00+00:00,11.5,486,400
2023-04-08 18:00:00+00:00,10.4,348,400
2023-04-08 19:00:00+00:00,8.1,195,400
2023-04-08 20:00:00+00:00,6.7,55,400
2023-04-08 21:00:00+00:00,5.2,2,400
2023-04-08 22:00:00+00:00,4.6,0,400
2023-04-08 23:00:00+00:00,4.2,0,400
2023-04-09 00:00:00+00:00,3.6,0,400
2023-04-09 01:00:00+00:00,2.7,0,400
2023-04-09 02:00:00+00:00,2.1,0,400
2023-04-09 03:00:00+00:00,1.4,0,400
2023-04-09 04:00:00+00:00,1.2,0,400
2023-04-09 05:00:00+00:00,1,0,400
2023-04-09 06:00:00+00:00,2.3,0,400
2023-04-09 07:00:00+00:00,5.1,7,400
2023-04-09 08:00:00+00:00,7.2,103,400
2023-04-09 09:00:00+00:00,8.1,255,400
2023-04-09 10:00:00+00:00,10.2,315,400
2023-04-09 11:00:00+00:00,11.4,377,400
2023-04-09 12:00:00+00:00,12,625,400
2023-04-09 13:00:00+00:00,12.2,675,400
2023-04-09 14:00:00+00:00,12.2,691,400
2023-04-09 15:00:00+00:00,12.2,672,400
2023-04-09 16:00:00+00:00,11.8,591,400
2023-04-09 17:00:00+00:00,10.7,503,400
2023-04-09 18:00:00+00:00,9.2,363,400
2023-04-09 19:00:00+00:00,8.1,198,400
2023-04-09 20:00:00+00:00,7.5,47,400
2023-04-09 21:00:00+00:00,6.5,1,400
2023-04-09 22:00:00+00:00,5.9,0,400
2023-04-09 23:00:00+00:00,5.7,0,400
2023-04-10 00:00:00+00:00,5.9,0,400
2023-04-10 01:00:00+00:00,5.8,0,400
2023-04-10 02:00:00+00:00,5.3,0,400
2023-04-10 03:00:00+00:00,4.7,0,400
2023-04-10 04:00:00+00:00,4.3,0,400
2023-04-10 05:00:00+00:00,4.1,0,400
2023-04-10 06:00:00+00:00,4.6,0,400
2023-04-10 07:00:00+00:00,5.8,7,400
2023-04-10 08:00:00+00:00,7.5,72,400
2023-04-10 09:00:00+00:00,9.1,227,400
2023-04-10 10:00:00+00:00,10.7,325,400
2023-04-10 11:00:00+00:00,12.3,494,400
2023-04-10 12:00:00+00:00,13.3,599,400
2023-04-10 13:00:00+00:00,13.1,699,400
2023-04-10 14:00:00+00:00,13.4,658,400
2023-04-10 15:00:00+00:00,13.4,424,400
2023-04-10 16:00:00+00:00,12.6,405,400
2023-04-10 17:00:00+00:00,11.2,320,400
2023-04-10 18:00:00+00:00,10.8,238,400
2023-04-10 19:00:00+00:00,11.4,131,400
2023-04-10 20:00:00+00:00,12,24,400
2023-04-10 21:00:00+00:00,12.3,1,400
2023-04-10 22:00:00+00:00,11.8,0,400
2023-04-10 23:00:00+00:00,10.3,0,400
2023-04-11 00:00:00+00:00,9.4,0,400
2023-04-11 01:00:00+00:00,9.1,0,400
2023-04-11 02:00:00+00:00,8.5,0,400
2023-04-11 03:00:00+00:00,8.2,0,400
2023-04-11 04:00:00+00:00,7.8,0,400
2023-04-11 05:00:00+00:00,7.6,0,400
2023-04-11 06:00:00+00:00,7.6,0,400
2023-04-11 07:00:00+00:00,7.8,3,400
2023-04-11 08:00:00+00:00,8,22,400
2023-04-11 09:00:00+00:00,8,59,400
2023-04-11 10:00:00+00:00,8.3,114,400
2023-04-11 11:00:00+00:00,9.3,126,400
2023-04-11 12:00:00+00:00,9.8,236,400
2023-04-11 13:00:00+00:00,9.9,413,400
2023-04-11 14:00:00+00:00,11.1,354,400
2023-04-11 15:00:00+00:00,10.7,373,400
2023-04-11 16:00:00+00:00,10.5,565,400
2023-04-11 17:00:00+00:00,9.8,375,400
2023-04-11 18:00:00+00:00,8.9,364,400
2023-04-11 19:00:00+00:00,7.5,235,400
2023-04-11 20:00:00+00:00,7.2,75,400
2023-04-11 21:00:00+00:00,7.1,2,400
2023-04-11 22:00:00+00:00,6.6,0,400
2023-04-11 23:00:00+00:00,6.4,0,400
2023-04-12 00:00:00+00:00,5.7,0,400
2023-04-12 01:00:00+00:00,4.9,0,400
2023-04-12 02:00:00+00:00,4.2,0,400
2023-04-12 03:00:00+00:00,3.9,0,400
2023-04-12 04:00:00+00:00,3.8,0,400
2023-04-12 05:00:00+00:00,4,0,400
2023-04-12 06:00:00+00:00,4.8,0,400
2023-04-12 07:00:00+00:00,5.8,19,400
2023-04-12 08:00:00+00:00,7.4,121,400
2023-04-12 09:00:00+00:00,8.7,245,400
2023-04-12 10:00:00+00:00,9.5,426,400
2023-04-12 11:00:00+00:00,9.4,550,400
2023-04-12 12:00:00+00:00,9.9,522,400
2023-04-12 13:00:00+00:00,10,369,400
2023-04-12 14:00:00+00:00,9.4,329,400
2023-04-12 15:00:00+00:00,8,252,400
2023-04-12 16:00:00+00:00,7.3,108,400
2023-04-12 17:00:00+00:00,7.1,58,400
2023-04-12 18:00:00+00:00,7,54,400
2023-04-12 19:00:00+00:00,6.8,25,400
2023-04-12 20:00:00+00:00,6.9,9,400
2023-04-12 21:00:00+00:00,6.7,0,400
2023-04-12 22:00:00+00:00,6.7,0,400
2023-04-12 23:00:00+00:00,6.7,0,400
2023-04-13 00:00:00+00:00,6.5,0,400
2023-04-13 01:00:00+00:00,5.5,0,400
2023-04-13 02:00:00+00:00,5.2,0,400
2023-04-13 03:00:00+00:00,4.7,0,400
2023-04-13 04:00:00+00:00,4.4,0,400
2023-04-13 05:00:00+00:00,4,0,400
2023-04-13 06:00:00+00:00,4.8,0,400
2023-04-13 07:00:00+00:00,6.1,16,400
2023-04-13 08:00:00+00:00,7.8,113,400
2023-04-13 09:00:00+00:00,8.7,287,400
2023-04-13 10:00:00+00:00,8.4,432,400
2023-04-13 11:00:00+00:00,7.9,458,400
2023-04-13 12:00:00+00:00,7.4,277,400
2023-04-13 13:00:00+00:00,8.2,125,400
2023-04-13 14:00:00+00:00,9.9,87,400
2023-04-13 15:00:00+00:00,10.4,456,400
2023-04-13 16:00:00+00:00,8.7,563,400
2023-04-13 17:00:00+00:00,9.4,239,400
2023-04-13 18:00:00+00:00,9.2,118,400
2023-04-13 19:00:00+00:00,8.1,216,400
2023-04-13 20:00:00+00:00,7,79,400
2023-04-13 21:00:00+00:00,5.9,3,400
2023-04-13 22:00:00+00:00,5.5,0,400
2023-04-13 23:00:00+00:00,5.1,0,400
2023-04-14 00:00:00+00:00,4.9,0,400
2023-04-14 01:00:00+00:00,4.7,0,400
2023-04-14 02:00:00+00:00,4.1,0,400
2023-04-14 03:00:00+00:00,2.8,0,400
2023-04-14 04:00:00+00:00,2.3,0,400
2023-04-14 05:00:00+00:00,2,0,400
2023-04-14 06:00:00+00:00,3,0,400
2023-04-14 07:00:00+00:00,5.6,7,400
2023-04-14 08:00:00+00:00,7.8,69,400
2023-04-14 09:00:00+00:00,8.6,205,400
2023-04-14 10:00:00+00:00,9.3,208,400
2023-04-14 11:00:00+00:00,9.6,275,400
2023-04-14 12:00:00+00:00,9.7,357,400
2023-04-14 13:00:00+00:00,9.5,344,400
2023-04-14 14:00:00+00:00,9.3,291,400
2023-04-14 15:00:00+00:00,9.3,246,400
2023-04-14 16:00:00+00:00,8.5,265,400
2023-04-14 17:00:00+00:00,7.8,165,400
2023-04-14 18:00:00+00:00,7.4,105,400
2023-04-14 19:00:00+00:00,6.8,53,400
2023-04-14 20:00:00+00:00,6.4,15,400
2023-04-14 21:00:00+00:00,6.4,1,400
2023-04-14 22:00:00+00:00,6.4,0,400
2023-04-14 23:00:00+00:00,6.6,0,400
2023-04-15 00:00:00+00:00,6.8,0,400
2023-04-15 01:00:00+00:00,6.9,0,400
2023-04-15 02:00:00+00:00,7.1,0,400
2023-04-15 03:00:00+00:00,7.3,0,400
2023-04-15 04:00:00+00:00,7.5,0,400
2023-04-15 05:00:00+00:00,7.6,0,400
2023-04-15 06:00:00+00:00,7.6,0,400
2023-04-15 07:00:00+00:00,7.8,5,400
2023-04-15 08:00:00+00:00,8.3,26,400
2023-04-15 09:00:00+00:00,9.3,82,400
2023-04-15 10:00:00+00:00,11.4,119,400
2023-04-15 11:00:00+00:00,12.3,321,400
2023-04-15 12:00:00+00:00,13.1,567,400
2023-04-15 13:00:00+00:00,12.6,517,400
2023-04-15 14:00:00+00:00,12.9,553,400
2023-04-15 15:00:00+00:00,12.4,288,400
2023-04-15 16:00:00+00:00,11.2,335,400
2023-04-15 17:00:00+00:00,10.9,134,400
2023-04-15 18:00:00+00:00,11.1,78,400
2023-04-15 19:00:00+00:00,10.7,54,400
2023-04-15 20:00:00+00:00,10.2,15,400
2023-04-15 21:00:00+00:00,9.3,1,400
2023-04-15 22:00:00+00:00,9.4,0,400
2023-04-15 23:00:00+00:00,9.4,0,400
2023-04-16 00:00:00+00:00,8.8,0,400
2023-04-16 01:00:00+00:00,8.3,0,400
2023-04-16 02:00:00+00:00,8,0,400
2023-04-16 03:00:00+00:00,7.8,0,400
2023-04-16 04:00:00+00:00,7.8,0,400
2023-04-16 05:00:00+00:00,7.8,0,400
2023-04-16 06:00:00+00:00,7.7,0,400
2023-04-16 07:00:00+00:00,8.1,4,400
2023-04-16 08:00:00+00:00,9.1,30,400
2023-04-16 09:00:00+00:00,10.1,107,400
2023-04-16 10:00:00+00:00,10,309,400
2023-04-16 11:00:00+00:00,10.1,321,400
2023-04-16 12:00:00+00:00,10.3,212,400
2023-04-16 13:00:00+00:00,11.2,216,400
2023-04-16 14:00:00+00:00,11.3,274,400
2023-04-16 15:00:00+00:00,10.8,500,400
2023-04-16 16:00:00+00:00,10.3,322,400
2023-04-16 17:00:00+00:00,9.1,408,400
2023-04-16 18:00:00+00:00,8.4,237,400
2023-04-16 19:00:00+00:00,8.1,104,400
2023-04-16 20:00:00+00:00,7.9,33,400
2023-04-16 21:00:00+00:00,7.7,2,400
2023-04-16 22:00:00+00:00,7.4,0,400
2023-04-16 23:00:00+00:00,7.1,0,400
2023-04-17 00:00:00+00:00,7,0,400
2023-04-17 01:00:00+00:00,7.1,0,400
2023-04-17 02:00:00+00:00,7.1,0,400
2023-04-17 03:00:00+00:00,6.8,0,400
2023-04-17 04:00:00+00:00,6.1,0,400
2023-04-17 05:00:00+00:00,5.6,0,400
2023-04-17 06:00:00+00:00,6.3,0,400
2023-04-17 07:00:00+00:00,7.3,25,400
2023-04-17 08:00:00+00:00,8.8,145,400
2023-04-17 09:00:00+00:00,10,292,400
2023-04-17 10:00:00+00:00,10.6,433,400
2023-04-17 11:00:00+00:00,11.2,557,400
2023-04-17 12:00:00+00:00,11.6,657,400
2023-04-17 13:00:00+00:00,11.9,724,400
2023-04-17 14:00:00+00:00,12.3,735,400
2023-04-17 15:00:00+00:00,12.2,702,400
2023-04-17 16:00:00+00:00,11.5,635,400
2023-04-17 17:00:00+00:00,10.8,543,400
2023-04-17 18:00:00+00:00,9.6,408,400
2023-04-17 19:00:00+00:00,8.4,248,400
2023-04-17 20:00:00+00:00,6.9,95,400
2023-04-17 21:00:00+00:00,6.3,8,400
2023-04-17 22:00:00+00:00,5.1,0,400
2023-04-17 23:00:00+00:00,3.8,0,400
2023-04-18 00:00:00+00:00,3.1,0,400
2023-04-18 01:00:00+00:00,3,0,400
2023-04-18 02:00:00+00:00,2.9,0,400
2023-04-18 03:00:00+00:00,1.9,0,400
2023-04-18 04:00:00+00:00,2.8,0,400
2023-04-18 05:00:00+00:00,2.9,0,400
2023-04-18 06:00:00+00:00,4.8,0,400
2023-04-18 07:00:00+00:00,6.9,28,400
2023-04-18 08:00:00+00:00,8.7,149,400
2023-04-18 09:00:00+00:00,9.9,302,400
2023-04-18 10:00:00+00:00,10.7,448,400
2023-04-18 11:00:00+00:00,11.4,576,400
2023-04-18 12:00:00+00:00,11.8,670,400
2023-04-18 13:00:00+00:00,12.1,734,400
2023-04-18 14:00:00+00:00,11.8,742,400
2023-04-18 15:00:00+00:00,11.7,720,400
2023-04-18 16:00:00+00:00,11.8,659,400
2023-04-18 17:00:00+00:00,11.4,565,400
2023-04-18 18:00:00+00:00,10.5,400,400
2023-04-18 19:00:00+00:00,9.2,221,400
2023-04-18 20:00:00+00:00,8,80,400
2023-04-18 21:00:00+00:00,6.8,6,400
2023-04-18 22:00:00+00:00,6,0,400
2023-04-18 23:00:00+00:00,6.5,0,400
2023-04-19 00:00:00+00:00,4.1,0,400
2023-04-19 01:00:00+00:00,2.7,0,400
2023-04-19 02:00:00+00:00,2.2,0,400
2023-04-19 03:00:00+00:00,2.4,0,400
2023-04-19 04:00:00+00:00,3.1,0,400
2023-04-19 05:00:00+00:00,3.7,0,400
2023-04-19 06:00:00+00:00,5.7,0,400
2023-04-19 07:00:00+00:00,8.5,37,400
2023-04-19 08:00:00+00:00,9.5,173,400
2023-04-19 09:00:00+00:00,10.4,329,400
2023-04-19 10:00:00+00:00,10.9,470,400
2023-04-19 11:00:00+00:00,11.1,587,400
2023-04-19 12:00:00+00:00,11.1,701,400
2023-04-19 13:00:00+00:00,11.2,758,400
2023-04-19 14:00:00+00:00,11.6,767,400
2023-04-19 15:00:00+00:00,11.5,737,400
2023-04-19 16:00:00+00:00,11.5,669,400
2023-04-19 17:00:00+00:00,11.3,563,400
2023-04-19 18:00:00+00:00,10.8,432,400
2023-04-19 19:00:00+00:00,9.6,273,400
2023-04-19 20:00:00+00:00,8.5,113,400
2023-04-19 21:00:00+00:00,8.1,12,400
2023-04-19 22:00:00+00:00,8,0,400
2023-04-19 23:00:00+00:00,7.7,0,400
2023-04-20 00:00:00+00:00,7.3,0,400
2023-04-20 01:00:00+00:00,6.7,0,400
2023-04-20 02:00:00+00:00,6,0,400
2023-04-20 03:00:00+00:00,5.7,0,400
2023-04-20 04:00:00+00:00,5.5,0,400
2023-04-20 05:00:00+00:00,5.7,0,400
2023-04-20 06:00:00+00:00,6.7,0,400
2023-04-20 07:00:00+00:00,7.4,34,400
2023-04-20 08:00:00+00:00,8.4,156,400
2023-04-20 09:00:00+00:00,9,303,400
2023-04-20 10:00:00+00:00,10.7,410,400
2023-04-20 11:00:00+00:00,12.6,357,400
2023-04-20 12:00:00+00:00,13.9,663,400
2023-04-20 13:00:00+00:00,15,706,400
2023-04-20 14:00:00+00:00,15.4,733,400
2023-04-20 15:00:00+00:00,15.6,703,400
2023-04-20 16:00:00+00:00,15.4,631,400
2023-04-20 17:00:00+00:00,15.6,524,400
2023-04-20 18:00:00+00:00,14.6,395,400
2023-04-20 19:00:00+00:00,12.7,252,400
2023-04-20 20:00:00+00:00,11.4,98,400
2023-04-20 21:00:00+00:00,10.2,10,400
2023-04-20 22:00:00+00:00,10,0,400
2023-04-20 23:00:00+00:00,9.8,0,400
2023-04-21 00:00:00+00:00,9,0,400
2023-04-21 01:00:00+00:00,8.4,0,400
2023-04-21 02:00:00+00:00,7.7,0,400
2023-04-21 03:00:00+00:00,7.1,0,400
2023-04-21 04:00:00+00:00,6.4,0,400
2023-04-21 05:00:00+00:00,6.3,0,400
2023-04-21 06:00:00+00:00,7.3,0,400
2023-04-21 07:00:00+00:00,8.8,36,400
2023-04-21 08:00:00+00:00,10.3,166,400
2023-04-21 09:00:00+00:00,11.6,325,400
2023-04-21 10:00:00+00:00,13,474,400
2023-04-21 11:00:00+00:00,14.4,588,400
2023-04-21 12:00:00+00:00,15.5,678,400
2023-04-21 13:00:00+00:00,16.1,752,400
2023-04-21 14:00:00+00:00,15.9,761,400
2023-04-21 15:00:00+00:00,15.9,734,400
2023-04-21 16:00:00+00:00,15.3,666,400
2023-04-21 17:00:00+00:00,14.5,568,400
2023-04-21 18:00:00+00:00,13.2,437,400
2023-04-21 19:00:00+00:00,11.4,279,400
2023-04-21 20:00:00+00:00,10,122,400
2023-04-21 21:00:00+00:00,8.7,15,400
2023-04-21 22:00:00+00:00,7.8,0,400
2023-04-21 23:00:00+00:00,7,0,400
2023-04-22 00:00:00+00:00,5.9,0,400
